Orthogroup	ath	zma
OG0000616	AT5G50150.1, AT1G10750.1, AT1G70550.1, AT1G23340.1	Zm00001d044534_P001, Zm00001d008716_P002, Zm00001d045987_P002
OG0000617	AT1G77760.1, AT1G37130.1	Zm00001d052139_P001, Zm00001d018206_P001, Zm00001d039831_P001, Zm00001d017025_P001, Zm00001d031769_P001, Zm00001d049995_P001
OG0000618	AT1G17060.1, AT3G14620.1, AT3G14610.1, AT3G14630.2, AT3G14680.1, AT3G14650.1, AT3G14660.1, AT3G14690.2, AT3G14640.2	Zm00001d044159_P002, Zm00001d011418_P002
OG0000619	AT1G47490.1, AT1G47500.1	Zm00001d005912_P001, Zm00001d020748_P002, Zm00001d050838_P001, Zm00001d016897_P002, Zm00001d025557_P001, Zm00001d025551_P002
OG0000620	AT1G48325.1, AT3G05858.1, AT5G26620.1	Zm00001d036781_P001, Zm00001d046673_P001, Zm00001d046675_P001, Zm00001d003375_P001, Zm00001d050908_P001, Zm00001d016992_P001
OG0000621	AT1G03770.2, AT5G44280.2	Zm00001d032427_P001, Zm00001d010678_P003, Zm00001d043206_P002, Zm00001d014699_P001, Zm00001d026039_P002, Zm00001d030072_P001
OG0000622	AT1G16810.1	Zm00001d014972_P003, Zm00001d051735_P001, Zm00001d017916_P001, Zm00001d051732_P001, Zm00001d051412_P001, Zm00001d051413_P001, Zm00001d051711_P001, Zm00001d051710_P001, Zm00001d051719_P001, Zm00001d051727_P001, Zm00001d051720_P001, Zm00001d051715_P001, Zm00001d051708_P001, Zm00001d051724_P001, Zm00001d051706_P001, Zm00001d051722_P001, Zm00001d051726_P001, Zm00001d051730_P001, Zm00001d051712_P001, Zm00001d051707_P001
OG0000623	AT5G48060.1, AT5G06850.1	Zm00001d003321_P001, Zm00001d036804_P001
OG0000623	AT5G12970.1, AT1G51570.1, AT3G57880.3	Zm00001d036801_P001, Zm00001d046749_P001
OG0000624	AT1G74650.1, AT3G47600.1, AT5G62470.2	Zm00001d047182_P001, Zm00001d032178_P001, Zm00001d032179_P001, Zm00001d020457_P001, Zm00001d005760_P001
OG0000625	AT5G14590.1	Zm00001d003083_P002
OG0000625	AT1G65930.1, AT1G54340.1	Zm00001d039079_P002, Zm00001d044021_P001, Zm00001d011487_P001
OG0000626	AT3G08530.1, AT3G11130.1	Zm00001d012509_P003, Zm00001d015676_P001, Zm00001d009915_P001, Zm00001d026086_P002, Zm00001d012897_P001, Zm00001d044614_P086, Zm00001d005090_P106, Zm00001d021067_P001, Zm00001d043584_P001, Zm00001d052308_P046, Zm00001d023218_P064
OG0000627	AT3G01140.1, AT5G15310.1	Zm00001d032206_P001, Zm00001d050400_P001, Zm00001d016952_P001, Zm00001d003412_P001
OG0000628	AT5G58400.1, AT5G58390.1	Zm00001d046186_P001, Zm00001d046187_P001
OG0000629	AT5G58530.1	Zm00001d038018_P001, Zm00001d010509_P001, Zm00001d012471_P001, Zm00001d043006_P001, Zm00001d038445_P001, Zm00001d010594_P001
OG0000630	AT5G55190.1, AT5G20010.1, AT5G20020.1	Zm00001d044054_P002, Zm00001d011474_P001, Zm00001d039091_P002
OG0000631	AT5G08380.1	Zm00001d032608_P001
OG0000631	AT5G08370.1	Zm00001d032605_P002
OG0000647	AT2G19440.1, AT1G64760.1, AT3G04010.1, AT5G18220.1	Zm00001d013635_P001, Zm00001d007896_P001, Zm00001d013097_P001
OG0000648	AT2G01940.3, AT1G68130.1, AT1G25250.3	Zm00001d028361_P001, Zm00001d047976_P001, Zm00001d031759_P001, Zm00001d020683_P001, Zm00001d005871_P002
OG0000649	AT2G37780.1, AT2G37820.1, AT2G37810.1, AT2G37805.1, AT2G37800.1	Zm00001d048214_P001
OG0000650	AT2G17770.3, AT4G35900.1	Zm00001d018571_P003, Zm00001d036392_P001
OG0000651	AT4G38230.2, AT2G17290.2, AT4G35310.1	Zm00001d051502_P004, Zm00001d002540_P002, Zm00001d026018_P001
OG0000652	AT2G36290.1, AT1G74300.1, AT1G74280.1, AT1G74290.1	Zm00001d003800_P011, Zm00001d016696_P002
OG0000653	AT4G12390.1, AT1G62770.1, AT4G00080.1, AT4G25260.1, AT5G62340.1, AT5G62330.1, AT3G47380.1, AT5G62350.1, AT5G62360.1, AT1G62760.1, AT4G25250.1, AT5G51520.1, AT2G47670.1, AT3G62820.1, AT5G20740.2, AT1G23205.1, AT1G70720.2, AT2G01610.1, AT1G14890.1	Zm00001d014757_P001, Zm00001d036431_P001
OG0000654	AT2G42190.3, AT3G57930.2	Zm00001d006029_P001, Zm00001d005311_P001, Zm00001d037889_P001, Zm00001d042126_P001, Zm00001d003706_P001, Zm00001d027935_P001, Zm00001d051643_P001, Zm00001d045896_P001
OG0000655	AT2G45170.1, AT3G60640.1	Zm00001d026335_P003, Zm00001d002257_P005
OG0000655	AT1G62040.1	Zm00001d049405_P001
OG0000657	AT2G27040.1, AT5G21150.1, AT5G21030.2	Zm00001d039214_P025, Zm00001d040429_P012, Zm00001d008249_P012
OG0000658	AT1G03890.1, AT4G28520.1, AT1G03880.1, AT5G44120.3	Zm00001d035700_P001
OG0000659	AT4G38540.1, AT5G05320.1	Zm00001d048417_P001, Zm00001d048416_P001
OG0000660	AT5G24380.1, AT5G53550.5, AT4G24120.1	Zm00001d002797_P001, Zm00001d017427_P002, Zm00001d025977_P001
OG0000661	AT4G24960.1, AT5G50720.1	Zm00001d031773_P003, Zm00001d005867_P002, Zm00001d007343_P001, Zm00001d007341_P001
OG0000662	AT5G18430.1, AT3G04290.1, AT5G33370.1	Zm00001d031855_P001, Zm00001d051110_P001, Zm00001d003085_P001, Zm00001d025818_P001
OG0000663	AT4G30160.2, AT5G57320.2	Zm00001d046905_P001, Zm00001d026249_P003, Zm00001d002413_P005, Zm00001d021685_P022, Zm00001d006533_P007
OG0000664	AT4G31880.1, AT5G10950.1, AT1G80810.3, AT1G15940.1	Zm00001d014582_P001, Zm00001d051067_P003, Zm00001d017197_P008, Zm00001d025789_P014, Zm00001d003123_P001
OG0000665	AT3G49390.1, AT5G24440.1, AT4G10610.1, AT1G32790.2	Zm00001d030426_P003, Zm00001d035086_P001, Zm00001d049676_P001, Zm00001d012483_P001, Zm00001d050836_P001, Zm00001d000097_P001, Zm00001d037395_P003, Zm00001d019659_P001, Zm00001d040133_P001, Zm00001d008383_P001, Zm00001d024874_P001, Zm00001d004576_P001, Zm00001d039109_P001, Zm00001d019632_P002, Zm00001d036470_P001, Zm00001d026385_P001, Zm00001d023571_P001
OG0000666	AT1G72330.3, AT1G17290.1	Zm00001d020590_P009, Zm00001d030557_P001, Zm00001d006875_P001, Zm00001d022152_P001
OG0000667	AT1G68170.2, AT1G25270.1	Zm00001d003716_P001, Zm00001d002888_P001, Zm00001d002893_P001
OG0000668	AT3G01830.1, AT5G42380.1, AT1G76650.1, AT1G76640.1	Zm00001d042056_P001, Zm00001d041675_P001, Zm00001d011841_P001
OG0000669	AT1G51690.5, AT1G17720.1	Zm00001d011282_P001, Zm00001d024964_P001, Zm00001d044393_P002, Zm00001d053565_P012, Zm00001d046214_P002
OG0000670	AT5G42020.3, AT5G28540.1	Zm00001d054043_P007, Zm00001d014993_P001
OG0000671	AT1G19450.1, AT1G75220.1	Zm00001d009669_P003, Zm00001d039052_P001, Zm00001d009603_P002, Zm00001d009605_P002, Zm00001d039051_P002
OG0000672	AT1G27650.1, AT5G42820.1	Zm00001d020954_P001, Zm00001d009570_P001, Zm00001d007784_P001, Zm00001d039014_P001, Zm00001d041639_P001
OG0000673	AT3G11340.1, AT3G55700.1, AT3G55710.1	Zm00001d019259_P001, Zm00001d019250_P002, Zm00001d034692_P001
OG0000674	AT5G11260.2	Zm00001d015743_P002, Zm00001d046402_P001
OG0000674	AT3G17609.2	Zm00001d008734_P001, Zm00001d039658_P001
OG0000675	AT3G10740.2, AT5G26120.1	Zm00001d048993_P001, Zm00001d044648_P003
OG0000676	AT5G39850.1, AT5G15200.1	Zm00001d041760_P001, Zm00001d047186_P001, Zm00001d006924_P001, Zm00001d022218_P001, Zm00001d022223_P001
OG0000695	AT4G33430.2, AT2G13790.1, AT2G13800.3, AT1G34210.1, AT1G71830.1	Zm00001d024430_P002, Zm00001d025580_P001, Zm00001d050868_P004, Zm00001d016928_P010
OG0000696	AT2G25520.1, AT4G32390.1, AT5G25400.1, AT5G11230.1	Zm00001d023261_P001, Zm00001d010654_P001, Zm00001d038562_P001, Zm00001d043178_P001, Zm00001d012562_P001
OG0000697	AT3G03900.2	Zm00001d006645_P023, Zm00001d021877_P001
OG0000697	AT2G14750.1	Zm00001d048150_P007, Zm00001d048785_P001
OG0000698	AT3G52580.1, AT2G36160.1, AT3G11510.1	Zm00001d000120_P003, Zm00001d036568_P001
OG0000699	AT1G61255.1, AT4G21620.1, AT2G19000.1	Zm00001d018725_P001, Zm00001d004600_P001, Zm00001d004867_P001, Zm00001d031191_P001, Zm00001d013551_P001
OG0000700	AT2G39590.1	Zm00001d039299_P001, Zm00001d009000_P001, Zm00001d019388_P001, Zm00001d046693_P001
OG0000701	AT4G23496.1	Zm00001d047282_P001, Zm00001d029527_P003
OG0000701	AT2G03680.2	Zm00001d023735_P001, Zm00001d048795_P001
OG0000702	AT2G47060.4, AT3G62220.3, AT3G17410.2, AT1G48220.1, AT1G48210.3	Zm00001d040695_P001, Zm00001d008177_P001, Zm00001d010919_P001, Zm00001d024755_P004
OG0000703	AT2G46960.2, AT2G46950.1, AT4G27710.1	Zm00001d022262_P001, Zm00001d006948_P001, Zm00001d006947_P001
OG0000704	AT2G38810.3, AT1G52740.1, AT3G54560.1	Zm00001d027760_P001, Zm00001d033979_P001, Zm00001d013300_P001
OG0000705	AT2G42260.1, AT3G57860.1	Zm00001d003322_P002, Zm00001d017043_P002, Zm00001d017045_P001
OG0000706	AT2G42280.3	Zm00001d051122_P001, Zm00001d016190_P001, Zm00001d020932_P001, Zm00001d006022_P001, Zm00001d021748_P001, Zm00001d023444_P001, Zm00001d006578_P001, Zm00001d031441_P001
OG0000707	AT3G61790.1, AT2G41980.1, AT3G58040.3, AT5G53360.1, AT4G27880.1	Zm00001d015952_P001, Zm00001d053289_P001, Zm00001d010403_P001, Zm00001d037790_P001
OG0000708	AT4G16100.1	Zm00001d043756_P001, Zm00001d012896_P010, Zm00001d051994_P001, Zm00001d034752_P006, Zm00001d019288_P001, Zm00001d005462_P001
OG0000709	AT1G53830.1, AT3G14310.1	Zm00001d040650_P001
OG0000709	AT3G60730.1, AT4G00190.1, AT1G23200.1, AT4G33220.1, AT3G43270.1	Zm00001d050082_P001
OG0000710	AT1G64160.1, AT4G23690.1, AT4G11180.1, AT4G11190.1, AT4G11210.1	Zm00001d022271_P001, Zm00001d022270_P002
OG0000711	AT4G30210.3, AT4G24520.1	Zm00001d021385_P002, Zm00001d024412_P002, Zm00001d050218_P001, Zm00001d026483_P001, Zm00001d002024_P002
OG0000712	AT1G63010.5, AT4G11810.1, AT4G22990.3	Zm00001d017597_P001, Zm00001d002614_P004, Zm00001d036020_P002, Zm00001d045491_P003
OG0000713	AT4G24760.1, AT3G01690.1, AT5G14390.1	Zm00001d030601_P001
OG0000713	AT5G38220.1, AT3G30380.1	Zm00001d015656_P001, Zm00001d046660_P001
OG0000714	AT1G30620.4, AT4G20460.1, AT5G44480.1	Zm00001d026311_P001, Zm00001d028825_P001, Zm00001d047683_P003
OG0000715	AT1G22080.2, AT4G18150.1, AT5G46380.2, AT1G29370.1, AT1G29350.1	Zm00001d043962_P001, Zm00001d035703_P001, Zm00001d035814_P001, Zm00001d017358_P001, Zm00001d011517_P002, Zm00001d009591_P006, Zm00001d050118_P001, Zm00001d015193_P001, Zm00001d039041_P007
OG0000716	AT5G45550.1	Zm00001d029478_P001, Zm00001d014235_P002
OG0000716	AT4G19045.1	Zm00001d049496_P001, Zm00001d024510_P002
OG0000717	AT1G26850.2, AT4G18030.1	Zm00001d029336_P002, Zm00001d007592_P001, Zm00001d020461_P001
OG0000718	AT4G19080.1	Zm00001d007931_P001
OG0000719	AT1G21560.3	Zm00001d046372_P003, Zm00001d002814_P001, Zm00001d002812_P002
OG0000720	AT1G53680.1, AT3G43800.1, AT1G78380.1, AT1G78340.1, AT1G78370.1, AT1G17190.1, AT1G78360.1, AT1G78320.1, AT1G17170.1, AT1G17180.1	Zm00001d034356_P001, Zm00001d018809_P001
OG0000721	AT1G07070.1, AT1G74270.1, AT1G41880.2, AT3G55750.1	Zm00001d052075_P002
OG0000722	AT3G10040.1	Zm00001d009160_P001, Zm00001d040682_P001
OG0000722	AT1G21200.1, AT1G76870.2	Zm00001d053178_P001, Zm00001d004851_P001
OG0000723	AT3G01290.1	Zm00001d039173_P002
OG0000723	AT5G62740.1, AT1G69840.3	Zm00001d005648_P002, Zm00001d050265_P001
OG0000724	AT1G43760.1	Zm00001d036485_P003, Zm00001d050928_P002, Zm00001d005972_P007, Zm00001d022590_P011, Zm00001d048667_P003, Zm00001d040162_P002, Zm00001d053698_P004
OG0000725	AT5G56530.1, AT1G55360.1, AT3G13510.1	Zm00001d021879_P001, Zm00001d034533_P002, Zm00001d019125_P001
OG0000726	AT1G13440.1, AT3G04120.1	Zm00001d035156_P003, Zm00001d049641_P001, Zm00001d051001_P002
OG0000727	AT3G03120.1, AT5G17060.2	Zm00001d044868_P001, Zm00001d051546_P001, Zm00001d017717_P001, Zm00001d030157_P001
OG0000728	AT3G24503.1	Zm00001d044339_P003, Zm00001d036933_P001, Zm00001d011259_P001, Zm00001d044340_P001
OG0000729	AT3G04920.1, AT5G28060.1	Zm00001d016276_P002, Zm00001d036985_P001, Zm00001d039246_P001, Zm00001d011741_P001, Zm00001d043606_P001
OG0000730	AT3G12130.1, AT5G06770.1	Zm00001d001933_P001, Zm00001d046740_P001, Zm00001d036796_P004
OG0000731	AT3G62160.1	Zm00001d046455_P001, Zm00001d009960_P001, Zm00001d025095_P001, Zm00001d036218_P001, Zm00001d037619_P001, Zm00001d039615_P001, Zm00001d008756_P001
OG0000732	AT3G52770.1	Zm00001d025345_P001, Zm00001d003806_P001, Zm00001d016693_P001, Zm00001d052534_P001
OG0000733	AT3G57280.1	Zm00001d018927_P001, Zm00001d021040_P001, Zm00001d045615_P001, Zm00001d007163_P002, Zm00001d004412_P003, Zm00001d036684_P001, Zm00001d037138_P001, Zm00001d049001_P001, Zm00001d031990_P001, Zm00001d007235_P001, Zm00001d035128_P001, Zm00001d025663_P003
OG0000734	AT5G05340.1	Zm00001d052335_P003, Zm00001d052336_P001, Zm00001d036835_P001
OG0000735	AT5G65380.1, AT5G10420.1, AT5G44050.1	Zm00001d027982_P002
OG0000736	AT5G06860.1, AT5G06870.1	Zm00001d035753_P001, Zm00001d035756_P001
OG0000737	AT5G63630.2, AT5G08610.1, AT5G08620.1	Zm00001d046097_P001, Zm00001d044203_P001, Zm00001d044208_P001
OG0000758	ATCG00890.1, ATCG01250.1	GRMZM5G876106_P01, GRMZM5G810298_P01, GRMZM5G800101_P01
OG0000759	ATCG00490.1	Zm00001d051485_P001, Zm00001d037514_P001, Zm00001d045698_P001, GRMZM5G815453_P01, Zm00001d000279_P001, Zm00001d006402_P004
OG0000760	AT3G26660.1, AT3G26620.1, AT1G31320.1, AT1G16530.1, AT2G30130.1, AT3G11090.1	Zm00001d038013_P001
OG0000761	AT2G21490.1, AT4G39130.1	Zm00001d037894_P001
OG0000762	AT2G23070.1	Zm00001d034137_P001
OG0000762	AT2G23080.1, AT3G50000.1, AT5G67380.1	Zm00001d013217_P001, Zm00001d034125_P002
OG0000763	AT2G01140.1	Zm00001d040084_P001, Zm00001d008491_P001
OG0000763	AT2G21330.1, AT4G38970.1	Zm00001d023559_P001, Zm00001d053015_P001
OG0000764	AT2G40410.2, AT3G56170.1	Zm00001d039728_P001, Zm00001d039732_P002
OG0000765	AT2G44590.3, AT3G60190.1	Zm00001d005306_P002
OG0000765	AT1G14830.1	Zm00001d033751_P003, Zm00001d013426_P002
OG0000766	AT5G03690.1, AT2G36460.1, AT3G52930.1	Zm00001d042453_P001, Zm00001d012103_P001
OG0000767	AT2G30210.1, AT5G07130.1, AT2G40370.1, AT5G05390.1	Zm00001d012477_P002, Zm00001d043019_P002, Zm00001d052324_P001
OG0000768	AT2G05760.1	Zm00001d012693_P002
OG0000768	AT2G34190.1	Zm00001d049324_P001, Zm00001d005590_P001
OG0000769	AT2G32990.1	Zm00001d020371_P001, Zm00001d044744_P001, Zm00001d051814_P002, Zm00001d017978_P001
OG0000770	AT2G21940.4, AT4G39540.3	Zm00001d002128_P001, Zm00001d018061_P002, Zm00001d052247_P001
OG0000771	AT2G47480.1, AT3G62640.1	Zm00001d034753_P001, Zm00001d007206_P001
OG0000771	AT3G13910.2	Zm00001d040623_P001
OG0000772	AT2G19740.1, AT4G26230.1, AT5G56710.1	Zm00001d051662_P001, Zm00001d045889_P002, Zm00001d017850_P001
OG0000773	AT2G38640.1	Zm00001d052371_P001, Zm00001d052372_P002, Zm00001d044671_P001, Zm00001d044474_P001
OG0000774	AT2G19860.1, AT4G29130.1	Zm00001d043511_P001, Zm00001d038792_P001, Zm00001d010796_P001, Zm00001d043607_P001
OG0000775	AT2G26710.1	Zm00001d039650_P001, Zm00001d046422_P001, Zm00001d015721_P001, Zm00001d053617_P001
OG0000776	AT3G09990.1, AT1G61630.1, AT4G05110.2, AT4G05120.1, AT4G05130.1, AT4G05140.1	Zm00001d021752_P001, Zm00001d021753_P001
OG0000778	AT4G08390.1, AT1G77490.1	Zm00001d023582_P001, Zm00001d003643_P003, Zm00001d016802_P001
OG0000779	AT4G16146.1	Zm00001d009112_P001, Zm00001d022561_P003, Zm00001d028867_P001
OG0000780	AT4G13345.4, AT3G24460.1	Zm00001d036865_P001, Zm00001d036856_P001, Zm00001d036853_P002, Zm00001d036861_P001, Zm00001d053274_P001, Zm00001d036864_P002, Zm00001d036855_P002, Zm00001d039606_P001, Zm00001d008769_P002, Zm00001d008772_P003
OG0000781	AT4G09160.1, AT1G72160.1	Zm00001d041705_P001, Zm00001d043169_P001, Zm00001d005249_P001, Zm00001d005304_P001, Zm00001d010205_P002, Zm00001d012254_P003, Zm00001d042664_P001, Zm00001d038262_P001
OG0000782	AT4G14750.3	Zm00001d032932_P001, Zm00001d048437_P002, Zm00001d033280_P001
OG0000783	AT4G04220.1	Zm00001d014181_P001
OG0000784	AT4G33450.1	Zm00001d032194_P002
OG0000784	AT1G69560.2, AT1G26780.2, AT3G29020.2, AT1G73410.1, AT5G17800.1	Zm00001d040423_P001, Zm00001d008251_P002, Zm00001d040426_P001
OG0000785	AT4G31750.1, AT5G10740.1	Zm00001d001988_P002, Zm00001d000302_P002, Zm00001d015279_P001
OG0000786	AT4G34670.1, AT3G04840.1	Zm00001d048159_P001, Zm00001d028117_P002, Zm00001d048157_P001
OG0000787	AT1G09930.1, AT5G64410.1	Zm00001d026207_P001, Zm00001d017698_P003, Zm00001d051525_P001
OG0000788	AT1G27400.1, AT1G67430.1	Zm00001d049815_P002, Zm00001d031611_P001, Zm00001d037732_P002
OG0000789	AT1G67730.1	Zm00001d050992_P001, Zm00001d017111_P001
OG0000790	AT5G56190.7, AT1G55680.1, AT3G13340.2	Zm00001d031315_P002, Zm00001d045837_P002, Zm00001d017872_P001
OG0000791	AT1G32910.1, AT5G16410.1, AT1G78990.1	Zm00001d026268_P001, Zm00001d002370_P001
OG0000792	AT3G45060.1, AT5G60780.1, AT5G60770.1, AT1G08100.1, AT1G08090.1	Zm00001d014976_P001, Zm00001d054057_P001, Zm00001d054060_P001
OG0000793	AT1G13950.1, AT1G69410.1, AT1G26630.1	Zm00001d007940_P002, Zm00001d022042_P006, Zm00001d006760_P001
OG0000794	AT1G68450.1	Zm00001d034379_P001, Zm00001d013104_P001, Zm00001d026673_P001, Zm00001d018845_P001, Zm00001d018844_P001, Zm00001d007911_P001
OG0000795	AT1G70300.1, AT5G14880.1	Zm00001d036784_P002, Zm00001d046679_P002, Zm00001d037305_P001, Zm00001d051756_P004, Zm00001d017925_P004
OG0000796	AT1G61680.1	Zm00001d053918_P001, Zm00001d015053_P001, Zm00001d015054_P001, Zm00001d053916_P002
OG0000797	AT1G79990.1, AT1G52360.2, AT3G15980.5	Zm00001d053609_P011, Zm00001d016402_P012, Zm00001d036161_P001, Zm00001d045379_P001
OG0000798	AT1G16390.1, AT1G79360.1	Zm00001d021781_P001, Zm00001d047222_P001
OG0000799	AT5G38420.1, AT5G38430.1, AT1G67090.1, AT5G38410.3	Zm00001d004894_P001, Zm00001d052595_P001
OG0000800	AT1G11905.1, AT5G42570.1	Zm00001d037842_P001, Zm00001d016060_P001, Zm00001d037452_P001
OG0000801	AT1G51680.1, AT3G21230.1	Zm00001d050224_P002, Zm00001d015459_P003, Zm00001d046915_P001
OG0000802	AT1G08650.1, AT3G04530.1	Zm00001d018429_P001, Zm00001d051156_P001, Zm00001d017270_P001, Zm00001d003068_P001
OG0000803	AT1G72370.1	Zm00001d006871_P001, Zm00001d048346_P001, Zm00001d027919_P001, Zm00001d048256_P002, Zm00001d048253_P001
OG0000804	AT1G52720.1, AT3G15630.1	Zm00001d037632_P001, Zm00001d037631_P001, Zm00001d039648_P001
OG0000805	AT3G49601.1	Zm00001d011300_P001, Zm00001d053537_P001, Zm00001d053534_P001, Zm00001d053528_P001, Zm00001d053526_P001, Zm00001d053538_P001, Zm00001d053533_P001, Zm00001d053530_P001, Zm00001d053529_P001, Zm00001d053531_P001, Zm00001d053524_P001, Zm00001d009659_P001
OG0000806	AT5G13280.1, AT3G02020.1, AT5G14060.1	Zm00001d042264_P006, Zm00001d005151_P004, Zm00001d034851_P001
OG0000807	AT3G07390.1	Zm00001d032358_P001, Zm00001d021017_P001, Zm00001d049789_P001, Zm00001d031556_P001
OG0000808	AT3G18220.1	Zm00001d038908_P004, Zm00001d043947_P001, Zm00001d011638_P002
OG0000809	AT5G01610.2, AT3G08890.2, AT5G37070.1	Zm00001d028785_P001, Zm00001d044230_P001, Zm00001d038012_P001
OG0000810	AT3G02250.1, AT5G15740.1	Zm00001d017906_P003, Zm00001d037367_P001, Zm00001d045763_P002
OG0000811	AT5G02890.1	Zm00001d051334_P001, Zm00001d050320_P001
OG0000812	AT5G06730.1, AT5G06720.1	Zm00001d047984_P002, Zm00001d028348_P001, Zm00001d014341_P001, Zm00001d030199_P002
OG0000813	AT5G61290.1, AT5G07800.1	Zm00001d018648_P001, Zm00001d018652_P001, Zm00001d018649_P001, Zm00001d018650_P001
OG0000835	AT2G07698.1, ATMG01190.1	Zm00001d040880_P001, Zm00001d016118_P001
OG0000836	AT5G24105.1, AT2G46330.1, AT3G61640.1	Zm00001d011497_P001, Zm00001d053367_P001, Zm00001d010434_P001
OG0000837	AT2G38340.1, AT3G11020.1, AT5G05410.1	Zm00001d008665_P001
OG0000837	AT1G75490.1, AT2G40340.6, AT2G40350.2, AT5G18450.1	Zm00001d031861_P001, Zm00001d049889_P001
OG0000838	AT2G27150.2, AT3G43600.1, AT5G20960.1	Zm00001d013098_P002, Zm00001d034388_P010, Zm00001d034387_P002, Zm00001d034385_P001
OG0000839	AT2G22310.1, AT4G39910.1	Zm00001d028005_P001, Zm00001d016918_P001, Zm00001d025570_P003, Zm00001d003476_P002
OG0000841	AT2G43340.1, AT2G31560.2, AT1G05870.1	Zm00001d042503_P001, Zm00001d012154_P001, Zm00001d049091_P001
OG0000842	AT3G16900.1, AT3G11740.1, AT2G14560.3, AT1G33840.1, AT5G01750.2	Zm00001d005193_P001
OG0000843	AT2G32020.1, AT2G32030.1	Zm00001d034419_P001, Zm00001d013087_P001, Zm00001d034418_P001, Zm00001d034417_P001
OG0000844	AT2G33370.1, AT1G04480.1, AT3G04400.1	Zm00001d048368_P007, Zm00001d051929_P001, Zm00001d014073_P002
OG0000845	AT1G73700.1, AT2G34360.1, AT5G52450.1	Zm00001d004055_P001
OG0000846	AT1G47240.1, AT2G23150.1, AT5G67330.1	Zm00001d048129_P004, Zm00001d033367_P001, Zm00001d030846_P001
OG0000847	AT2G02850.1	Zm00001d025564_P001, Zm00001d024868_P001, Zm00001d033710_P001, Zm00001d013448_P001, Zm00001d033711_P001
OG0000848	AT2G37280.3, AT3G53480.1, AT4G15233.1, AT4G15236.1, AT4G15215.11, AT4G15230.1	Zm00001d023392_P002
OG0000849	AT2G48140.1, AT1G05450.2, AT3G22620.1	Zm00001d018926_P001, Zm00001d007832_P001, Zm00001d034415_P001
OG0000850	AT2G43710.1, AT3G02630.1, AT5G16240.1	Zm00001d042344_P002, Zm00001d012033_P002, Zm00001d050552_P001, Zm00001d004019_P001, Zm00001d025170_P001
OG0000851	AT4G26940.1, AT2G32430.1, AT1G05170.2	Zm00001d013804_P003, Zm00001d014361_P001, Zm00001d053825_P002
OG0000852	AT1G68120.1, AT2G01930.2, AT1G14685.3	Zm00001d005160_P001, Zm00001d049800_P001, Zm00001d031572_P001
OG0000853	AT3G06550.2	Zm00001d047600_P001
OG0000853	AT5G46340.1, AT2G34410.2, AT1G29890.2	Zm00001d004525_P003, Zm00001d039144_P002
OG0000854	AT1G17745.2	Zm00001d032114_P001, Zm00001d046923_P001
OG0000854	AT4G34200.1, AT3G19480.1	Zm00001d002051_P001, Zm00001d026472_P001
OG0000855	AT4G19600.1, AT5G45190.2	Zm00001d020158_P001, Zm00001d027790_P001, Zm00001d038497_P001, Zm00001d026030_P014, Zm00001d027376_P002
OG0000856	AT1G20620.6	Zm00001d054044_P001
OG0000856	AT1G20630.1, AT4G35090.3	Zm00001d027511_P001, Zm00001d014848_P001
OG0000857	AT5G42250.1, AT1G22440.1, AT4G22110.2, AT1G22430.1	Zm00001d027996_P001, Zm00001d027995_P001
OG0000858	AT5G22090.2, AT4G02810.1, AT1G03170.1, AT3G06020.1, AT5G19260.1	Zm00001d047877_P001, Zm00001d028510_P001, Zm00001d033671_P001, Zm00001d013468_P002
OG0000859	AT4G02570.1, AT1G43140.1, AT1G02980.1	Zm00001d024855_P007, Zm00001d010858_P007
OG0000860	AT5G54940.3	Zm00001d021668_P002
OG0000861	AT4G30800.1, AT3G48930.1, AT5G23740.1	Zm00001d003118_P001, Zm00001d026286_P001, Zm00001d002339_P001
OG0000862	AT4G22755.1, AT4G22756.1, AT4G12110.1	Zm00001d040979_P001, Zm00001d029810_P001
OG0000863	AT1G05230.5, AT4G21750.3, AT4G04890.1	Zm00001d024701_P001, Zm00001d026351_P003, Zm00001d002234_P003, Zm00001d049443_P005, Zm00001d000247_P001
OG0000864	AT4G26390.1, AT5G56350.1	Zm00001d040446_P001
OG0000864	AT5G08570.3, AT5G63680.2	Zm00001d001831_P001, Zm00001d026619_P001
OG0000865	AT4G00910.1	Zm00001d026102_P001, Zm00001d017571_P001, Zm00001d017570_P001
OG0000867	AT1G17790.1, AT1G73150.1	Zm00001d008922_P001
OG0000867	AT1G06230.2	Zm00001d053427_P007, Zm00001d016131_P006
OG0000868	AT1G10585.1, AT1G10586.1	Zm00001d040152_P001, Zm00001d040148_P001
OG0000869	AT1G01150.1, AT5G03780.1	Zm00001d014864_P010, Zm00001d012822_P001, Zm00001d012801_P002
OG0000870	AT5G47880.1	Zm00001d037868_P001
OG0000870	AT1G12920.1, AT3G26618.1	Zm00001d006725_P001
OG0000871	AT1G33760.1, AT1G71450.1	Zm00001d048991_P001, Zm00001d050787_P001, Zm00001d016848_P001, Zm00001d025477_P001
OG0000873	AT3G06230.1, AT1G18350.1, AT1G73500.1	Zm00001d033754_P001, Zm00001d013423_P001, Zm00001d033765_P001, Zm00001d013418_P001
